FIPS.grp,Year,mx.standard.b,mx.standard.f,mx.standard.m
01043,1990,0.012160728111009,0.00943894102338911,0.0159753080896977
01043,2000,0.0122203419835563,0.00998898444665,0.0151799840101713
01043,2010,0.0119553094773129,0.0101127480549941,0.0143045601171484
01043,2019,0.0124447571954445,0.0103749384540539,0.0148415215416482
01045,1990,0.0117891106901678,0.00918253548700186,0.0154659945647155
01045,2000,0.0118560118770134,0.00978755535767943,0.0146693702682155
01045,2010,0.0112226428741031,0.00941057409862241,0.0135403122251434
01045,2019,0.0111236330398149,0.00930811546424548,0.0132550400930985
01047,1990,0.0135008894909627,0.0105726716286038,0.018202286197618
01047,2000,0.0133684134588636,0.0108804946868125,0.0172163576549061
01047,2010,0.0128903407265653,0.0107780162579579,0.01589168838685
01047,2019,0.0128631302996041,0.010498274122876,0.0160622313078257
01049,1990,0.0124413103874956,0.00953990489689767,0.0166525116716588
01049,2000,0.0117336112027565,0.00956765799136867,0.0148110505880085
01049,2010,0.01185972346208,0.0100076064105773,0.0141470919690025
01049,2019,0.0117514284120555,0.0100458321610591,0.0137634141313538
01051,1990,0.0129222879876634,0.00996410436681155,0.017007114764791
01051,2000,0.0116810762238461,0.00964347203719894,0.0144355241073447
01051,2010,0.011094075107628,0.00928641347470639,0.0133274076005734
01051,2019,0.0110199583582129,0.00926385770410666,0.0131924511629645
01053,1990,0.0133046901425011,0.010152887244212,0.0178685453454601
01053,2000,0.0128571568984461,0.010546902996837,0.0159743534206297
01053,2010,0.012265945601644,0.0101064772925546,0.0149375165116201
01053,2019,0.0124338322064693,0.0102422313305779,0.0151015950580758
01055,1990,0.0131590193644692,0.0102495791815752,0.01757112685543
01055,2000,0.0128594979383557,0.0106970717654172,0.0158774458655727
01055,2010,0.0131828820061431,0.0111866671920195,0.0157331118535347
01055,2019,0.0128081883888041,0.0106949880475163,0.0154184762197782
01057,1990,0.0122865669837426,0.00937879843697313,0.0164280403039093
01057,2000,0.0119360300466412,0.00983897562044421,0.0149283716101028
01057,2010,0.0131849364070417,0.0111250650466855,0.0157012915160642
01057,2019,0.0119325994803679,0.00989992045936541,0.0143863150441948
01059,1990,0.0131382507948962,0.0100867179095719,0.0175485993970279
01059,2000,0.0129384353052855,0.0106574485601395,0.0160573167434528
01059,2010,0.0130598563548313,0.0109508645353034,0.0155880734947816
01059,2019,0.011800572689517,0.00985771260465131,0.0140035097522617
01061,1990,0.0125512241934324,0.00965762583681448,0.0166619624975578
01061,2000,0.0120358347961582,0.00969700584854112,0.0153621444931308
01061,2010,0.011946122684828,0.00997207416597242,0.0144413329997154
01061,2019,0.0122436111286416,0.0101106960945624,0.0147533305982148
01067,1990,0.0124059050516246,0.0095970974461819,0.0165320689633971
01067,2000,0.0120203322746372,0.00979681101042647,0.0151705135733152
01067,2010,0.011307800392269,0.00932126894756673,0.0139499279794996
01067,2019,0.0107011338030746,0.00882791913264017,0.0130402250431398
01069,1990,0.0115108931526157,0.00893520559432224,0.0154531252492281
01069,2000,0.0115400758889333,0.00939439296599421,0.0146473524070612
01069,2010,0.0106160480120917,0.0088197903247627,0.0130182821749905
01069,2019,0.0104483551688653,0.0087854401810408,0.0125866711483551
01071,1990,0.0137212391523513,0.0106097801770176,0.0180493870467478
01071,2000,0.0122554425202746,0.0100456536467271,0.0151960543864835
